time,Humedad,Luminosidad,Temperatura Predicha
2025-05-23T14:48:19.098200Z,60.0,363.0,26.73
2025-05-23T14:48:21.104316Z,78.0,138.0,31.42
2025-05-23T14:48:23.130953Z,81.0,150.0,21.27
2025-05-23T14:48:25.100391Z,85.0,300.0,21.27
2025-05-23T14:48:27.099572Z,63.0,395.0,24.9
2025-05-23T14:48:29.098291Z,79.0,224.0,21.95
2025-05-23T14:48:31.100168Z,79.0,313.0,20.65
2025-05-23T14:48:33.134175Z,71.0,213.0,26.36
2025-05-23T14:48:35.094760Z,65.0,280.0,23.53
2025-05-23T14:48:37.124115Z,67.0,131.0,28.62
2025-05-23T14:48:39.127568Z,63.0,354.0,21.39
2025-05-23T14:48:41.093206Z,65.0,195.0,28.9
2025-05-23T14:48:43.214073Z,78.0,259.0,24.95
2025-05-23T14:48:45.123118Z,69.0,263.0,27.24
2025-05-23T14:48:47.174842Z,63.0,209.0,25.12
2025-05-23T14:48:49.123047Z,79.0,224.0,21.95
2025-05-23T14:48:51.121283Z,84.0,346.0,24.91
2025-05-23T14:48:53.463337Z,84.0,396.0,19.37
2025-05-23T14:48:55.144626Z,64.0,248.0,22.02
2025-05-23T14:48:57.103418Z,88.0,212.0,22.2
2025-05-23T14:48:59.144108Z,80.0,277.0,19.86
2025-05-23T14:49:01.139022Z,70.0,358.0,30.11
2025-05-23T14:49:03.113123Z,66.0,126.0,28.62
2025-05-23T14:49:05.116387Z,67.0,362.0,23.79
2025-05-23T14:49:07.111891Z,76.0,303.0,27.28
2025-05-23T14:49:09.121993Z,67.0,353.0,23.79
2025-05-23T14:49:11.129883Z,70.0,326.0,21.05
2025-05-23T14:49:13.121881Z,68.0,195.0,25.12
2025-05-23T14:49:15.123134Z,71.0,315.0,29.17
2025-05-23T14:49:17.174070Z,89.0,231.0,26.77
2025-05-23T14:49:19.129081Z,84.0,376.0,21.39
2025-05-23T14:49:21.142073Z,73.0,330.0,17.74
2025-05-23T14:49:23.186717Z,75.0,244.0,29.59
2025-05-23T14:49:25.174780Z,63.0,208.0,24.38
2025-05-23T14:49:27.127341Z,86.0,252.0,23.88
2025-05-23T14:49:29.360656Z,86.0,386.0,18.48
2025-05-23T14:49:31.125256Z,81.0,222.0,28.96
2025-05-23T14:49:33.263798Z,82.0,334.0,24.53
2025-05-23T14:49:35.144981Z,69.0,197.0,24.17
2025-05-23T14:49:37.142998Z,80.0,258.0,24.66
2025-05-23T14:49:39.125774Z,67.0,345.0,26.71
2025-05-23T14:49:41.144337Z,76.0,338.0,26.02
2025-05-23T14:49:43.167095Z,65.0,199.0,23.46
2025-05-23T14:49:45.147666Z,63.0,276.0,24.47
2025-05-23T14:49:47.306568Z,84.0,384.0,19.39
2025-05-23T14:49:49.144508Z,65.0,168.0,20.16
2025-05-23T14:49:51.180783Z,86.0,287.0,19.85
2025-05-23T14:49:53.337940Z,87.0,371.0,29.78
2025-05-23T14:49:55.152788Z,84.0,377.0,20.57
2025-05-23T14:49:57.152900Z,64.0,228.0,21.98
2025-05-23T14:49:59.453892Z,78.0,311.0,30.7
2025-05-23T14:50:01.163177Z,75.0,314.0,23.2
2025-05-23T14:50:03.258298Z,66.0,233.0,28.19
2025-05-23T14:50:05.163209Z,62.0,323.0,18.49
2025-05-23T14:50:07.144408Z,80.0,147.0,23.75
2025-05-23T14:50:09.204921Z,64.0,355.0,19.93
2025-05-23T14:50:11.160422Z,76.0,179.0,23.07
2025-05-23T14:50:13.185304Z,77.0,352.0,31.2
2025-05-23T14:50:15.206624Z,64.0,394.0,29.26
2025-05-23T14:50:17.179625Z,79.0,343.0,25.79
2025-05-23T14:50:19.176253Z,86.0,194.0,26.43
2025-05-23T14:50:21.176626Z,80.0,139.0,28.71
2025-05-23T14:50:23.206677Z,79.0,136.0,28.02
2025-05-23T14:50:25.205082Z,65.0,238.0,28.26
2025-05-23T14:50:27.166412Z,73.0,117.0,22.19
2025-05-23T14:50:29.155767Z,81.0,258.0,20.26
2025-05-23T14:50:31.164815Z,65.0,110.0,25.44
2025-05-23T14:50:33.181512Z,60.0,314.0,23.63
2025-05-23T14:50:35.168275Z,85.0,166.0,25.85
2025-05-23T14:50:37.187404Z,79.0,384.0,23.07
2025-05-23T14:50:39.165058Z,62.0,141.0,19.9
2025-05-23T14:50:41.391987Z,79.0,313.0,20.65
2025-05-23T14:50:43.174446Z,74.0,133.0,22.86
2025-05-23T14:50:45.267708Z,89.0,233.0,28.82
2025-05-23T14:50:47.248274Z,77.0,367.0,31.73
2025-05-23T14:50:49.165098Z,72.0,323.0,25.65
2025-05-23T14:50:51.185323Z,69.0,162.0,21.26
2025-05-23T14:50:53.164508Z,64.0,143.0,24.77
2025-05-23T14:50:55.188167Z,82.0,250.0,21.17
2025-05-23T14:50:57.388137Z,67.0,198.0,23.77
2025-05-23T14:50:59.166217Z,85.0,135.0,22.95
2025-05-23T14:51:01.188011Z,81.0,156.0,27.11
2025-05-23T14:51:03.165359Z,84.0,284.0,24.46
2025-05-23T14:51:05.200047Z,74.0,242.0,23.33
2025-05-23T14:51:07.198239Z,70.0,319.0,20.11
2025-05-23T14:51:09.208234Z,66.0,371.0,22.09
2025-05-23T14:51:11.185050Z,75.0,341.0,22.54
2025-05-23T14:51:13.296056Z,63.0,295.0,22.04
2025-05-23T14:51:15.188455Z,73.0,153.0,20.08
2025-05-23T14:51:17.187620Z,89.0,183.0,27.96
2025-05-23T14:51:19.378984Z,74.0,238.0,22.54
2025-05-23T14:51:21.192852Z,78.0,368.0,27.83
2025-05-23T14:51:23.182925Z,89.0,378.0,23.96
2025-05-23T14:51:25.184604Z,87.0,116.0,23.72
2025-05-23T14:51:27.188323Z,77.0,330.0,23.15
2025-05-23T14:51:29.180447Z,62.0,135.0,28.77
2025-05-23T14:51:31.217001Z,69.0,108.0,24.13
2025-05-23T14:51:33.188160Z,65.0,306.0,21.18
2025-05-23T14:51:35.186276Z,79.0,171.0,18.46
2025-05-23T14:51:37.198065Z,60.0,329.0,21.0
2025-05-23T14:51:39.204264Z,67.0,395.0,22.53
2025-05-23T14:51:41.191044Z,77.0,221.0,22.64
2025-05-23T14:51:43.204711Z,69.0,102.0,19.17
2025-05-23T14:51:45.208459Z,75.0,107.0,23.88
2025-05-23T14:51:47.193001Z,82.0,101.0,20.27
2025-05-23T14:51:49.206060Z,84.0,110.0,29.85
2025-05-23T14:51:51.212836Z,63.0,278.0,18.68
2025-05-23T14:51:53.246106Z,63.0,269.0,23.58
2025-05-23T14:51:55.203274Z,84.0,228.0,21.72
2025-05-23T14:51:57.212185Z,69.0,382.0,28.63
2025-05-23T14:51:59.222766Z,68.0,396.0,24.06
2025-05-23T14:52:01.223010Z,74.0,192.0,23.58
2025-05-23T14:52:03.235550Z,85.0,367.0,25.74
2025-05-23T14:52:05.465674Z,67.0,398.0,27.66
2025-05-23T14:52:07.206126Z,64.0,304.0,20.71
2025-05-23T14:52:09.227075Z,68.0,329.0,24.8
2025-05-23T14:52:11.229454Z,71.0,355.0,22.03
2025-05-23T14:52:13.209962Z,87.0,391.0,18.38
2025-05-23T14:52:15.204139Z,85.0,240.0,25.78
2025-05-23T14:52:17.300990Z,79.0,303.0,20.44
2025-05-23T14:52:19.236198Z,89.0,208.0,19.55
2025-05-23T14:52:21.457058Z,69.0,356.0,26.88
2025-05-23T14:52:23.237954Z,72.0,216.0,26.1
2025-05-23T14:52:25.229651Z,73.0,140.0,27.47
2025-05-23T14:52:27.231691Z,88.0,375.0,27.95
2025-05-23T14:52:29.264342Z,86.0,191.0,28.5
2025-05-23T14:52:31.217908Z,78.0,307.0,21.04
2025-05-23T14:52:33.227175Z,73.0,191.0,20.11
2025-05-23T14:52:35.223062Z,62.0,259.0,21.64
2025-05-23T14:52:37.231371Z,88.0,178.0,18.02
2025-05-23T14:52:39.213204Z,60.0,320.0,23.06
2025-05-23T14:52:41.219476Z,79.0,398.0,29.65
2025-05-23T14:52:43.267851Z,85.0,377.0,19.97
2025-05-23T14:52:45.231928Z,72.0,299.0,26.45
2025-05-23T14:52:47.272212Z,61.0,158.0,28.28
2025-05-23T14:52:49.248444Z,66.0,380.0,24.99
2025-05-23T14:52:51.242517Z,77.0,134.0,17.66
2025-05-23T14:52:53.271251Z,72.0,127.0,25.24
2025-05-23T14:52:55.236219Z,78.0,392.0,28.19
2025-05-23T14:52:57.229983Z,75.0,166.0,22.75
2025-05-23T14:52:59.228938Z,70.0,349.0,25.48
2025-05-23T14:53:01.261334Z,86.0,222.0,27.95
2025-05-23T14:53:03.254521Z,78.0,120.0,25.64
2025-05-23T14:53:05.279402Z,64.0,262.0,23.42
2025-05-23T14:53:07.237247Z,66.0,275.0,21.73
2025-05-23T14:53:09.254259Z,65.0,395.0,28.49
2025-05-23T14:53:11.260460Z,60.0,376.0,17.3
2025-05-23T14:53:13.255987Z,76.0,262.0,21.92
2025-05-23T14:53:15.250438Z,63.0,375.0,24.2
2025-05-23T14:53:17.262777Z,80.0,228.0,21.57
2025-05-23T14:53:19.278908Z,87.0,202.0,23.1
2025-05-23T14:53:21.251226Z,63.0,133.0,24.33
2025-05-23T14:53:23.267661Z,85.0,361.0,19.5
2025-05-23T14:53:25.293089Z,80.0,202.0,22.96
2025-05-23T14:53:27.252945Z,74.0,239.0,23.57
2025-05-23T14:53:29.250018Z,78.0,219.0,26.33
2025-05-23T14:53:31.258376Z,84.0,169.0,18.77
2025-05-23T14:53:33.253026Z,71.0,339.0,25.23
2025-05-23T14:53:35.252862Z,75.0,125.0,22.06
2025-05-23T14:53:37.299903Z,84.0,258.0,24.46
2025-05-23T14:53:39.272858Z,63.0,221.0,24.89
2025-05-23T14:53:41.294391Z,77.0,292.0,20.15
2025-05-23T14:53:43.254384Z,68.0,275.0,21.75
2025-05-23T14:53:45.328072Z,70.0,272.0,20.33
2025-05-23T14:53:47.316969Z,79.0,319.0,19.67
2025-05-23T14:53:49.282864Z,73.0,171.0,23.26
2025-05-23T14:53:51.252492Z,82.0,298.0,25.64
2025-05-23T14:53:53.299543Z,81.0,372.0,23.25
2025-05-23T14:53:55.288022Z,72.0,229.0,22.41
2025-05-23T14:53:57.284602Z,64.0,327.0,27.76
2025-05-23T14:53:59.261580Z,87.0,204.0,28.64
2025-05-23T14:54:01.303099Z,80.0,272.0,26.54
2025-05-23T14:54:03.278320Z,67.0,144.0,29.81
2025-05-23T14:54:05.276607Z,61.0,305.0,25.58
2025-05-23T14:54:07.273762Z,70.0,130.0,21.66
2025-05-23T14:54:09.273735Z,68.0,177.0,24.95
2025-05-23T14:54:11.272630Z,80.0,253.0,29.45
2025-05-23T14:54:13.276396Z,75.0,133.0,20.98
2025-05-23T14:54:15.273107Z,69.0,210.0,21.54
2025-05-23T14:54:17.329674Z,64.0,182.0,29.15
2025-05-23T14:54:19.335444Z,89.0,236.0,23.48
2025-05-23T14:54:21.262818Z,89.0,123.0,20.94
2025-05-23T14:54:23.297537Z,88.0,204.0,27.93
2025-05-23T14:54:25.292994Z,70.0,207.0,27.74
2025-05-23T14:54:27.543014Z,61.0,145.0,25.22
2025-05-23T14:54:29.296962Z,73.0,221.0,24.68
2025-05-23T14:54:31.393396Z,70.0,361.0,29.78
2025-05-23T14:54:33.292768Z,75.0,275.0,22.41
2025-05-23T14:54:35.566404Z,65.0,335.0,27.89
2025-05-23T14:54:37.284724Z,82.0,158.0,24.4
2025-05-23T14:54:39.279408Z,60.0,386.0,21.89
2025-05-23T14:54:41.275326Z,72.0,238.0,23.92
2025-05-23T14:54:43.297157Z,68.0,261.0,24.41
2025-05-23T14:54:45.294211Z,60.0,355.0,21.89
2025-05-23T14:54:47.458929Z,62.0,356.0,25.47
2025-05-23T14:54:49.283157Z,83.0,100.0,21.61
2025-05-23T14:54:51.312954Z,88.0,274.0,28.89
2025-05-23T14:54:53.339664Z,85.0,193.0,25.61
2025-05-23T14:54:55.301283Z,67.0,323.0,31.52
2025-05-23T14:54:57.297023Z,68.0,273.0,22.46
2025-05-23T14:54:59.325889Z,78.0,180.0,27.7
2025-05-23T14:55:01.343057Z,85.0,126.0,24.73
2025-05-23T14:55:03.392384Z,71.0,216.0,25.51
2025-05-23T14:55:05.313048Z,86.0,358.0,20.98
2025-05-23T14:55:07.335336Z,82.0,273.0,21.9
2025-05-23T14:55:09.296085Z,73.0,241.0,27.74
2025-05-23T14:55:11.358637Z,72.0,126.0,21.13
2025-05-23T14:55:13.296993Z,81.0,191.0,21.69
2025-05-23T14:55:15.297318Z,81.0,138.0,23.81
2025-05-23T14:55:17.467392Z,62.0,132.0,23.75
2025-05-23T14:55:19.325964Z,84.0,315.0,25.1
2025-05-23T14:55:21.313068Z,68.0,305.0,28.16
2025-05-23T14:55:23.314991Z,62.0,369.0,22.32
2025-05-23T14:55:25.313056Z,65.0,202.0,23.62
2025-05-23T14:55:27.317058Z,79.0,162.0,23.98
2025-05-23T14:55:29.313895Z,81.0,260.0,23.0
2025-05-23T14:55:31.326471Z,65.0,303.0,20.0
2025-05-23T14:55:39.289198Z,66.0,373.0,24.75
2025-05-23T14:55:39.712900Z,87.0,210.0,27.59
2025-05-23T14:55:39.722616Z,66.0,108.0,29.84
2025-05-23T14:55:41.336684Z,64.0,343.0,27.36
2025-05-23T14:55:43.335350Z,61.0,371.0,21.77
2025-05-23T14:55:45.337004Z,61.0,262.0,20.58
2025-05-23T14:55:47.412283Z,75.0,226.0,25.41
2025-05-23T14:55:49.339153Z,73.0,373.0,25.36
2025-05-23T14:55:51.334363Z,77.0,292.0,20.15
2025-05-23T14:55:53.673013Z,69.0,302.0,24.27
2025-05-23T14:55:55.338026Z,86.0,296.0,30.23
2025-05-23T14:55:57.334847Z,74.0,328.0,21.51
2025-05-23T14:55:59.316306Z,86.0,391.0,23.59
2025-05-23T14:56:01.347353Z,64.0,119.0,23.18
2025-05-23T14:56:03.555463Z,64.0,135.0,26.3
2025-05-23T14:56:05.355688Z,86.0,336.0,20.78
2025-05-23T14:56:07.336417Z,76.0,319.0,23.98
2025-05-23T14:56:09.405992Z,78.0,118.0,25.43
2025-05-23T14:56:11.362997Z,67.0,301.0,17.91
2025-05-23T14:56:13.337707Z,74.0,338.0,24.5
2025-05-23T14:56:15.349574Z,89.0,211.0,22.82
2025-05-23T14:56:17.336406Z,85.0,349.0,20.88
2025-05-23T14:56:19.334914Z,64.0,293.0,23.58
2025-05-23T14:56:21.336246Z,69.0,374.0,24.43
2025-05-23T14:56:23.364275Z,72.0,315.0,25.05
2025-05-23T14:56:25.330803Z,66.0,345.0,20.46
2025-05-23T14:56:27.602518Z,60.0,249.0,21.27
2025-05-23T14:56:29.363333Z,84.0,177.0,28.82
2025-05-23T14:56:31.358345Z,76.0,107.0,23.38
2025-05-23T14:56:33.356143Z,60.0,126.0,23.88
2025-05-23T14:56:35.616729Z,74.0,178.0,20.06
2025-05-23T14:56:37.356396Z,84.0,226.0,27.1
2025-05-23T14:56:39.356863Z,69.0,310.0,32.91
2025-05-23T14:56:41.677801Z,81.0,226.0,26.29
2025-05-23T14:56:43.349973Z,74.0,142.0,19.24
2025-05-23T14:56:45.356867Z,68.0,296.0,30.12
2025-05-23T14:56:47.355488Z,82.0,103.0,22.22
2025-05-23T14:56:49.642740Z,79.0,359.0,27.98
2025-05-23T14:56:51.374637Z,77.0,369.0,29.05
2025-05-23T14:56:53.373305Z,71.0,146.0,24.02
2025-05-23T14:56:55.361022Z,68.0,308.0,30.52
2025-05-23T14:56:57.372485Z,71.0,295.0,27.84
2025-05-23T14:56:59.397455Z,67.0,313.0,27.53
2025-05-23T14:57:01.356609Z,69.0,167.0,21.98
2025-05-23T14:57:03.358319Z,80.0,306.0,29.51
2025-05-23T14:57:05.642888Z,88.0,253.0,26.48
2025-05-23T14:57:07.374148Z,75.0,105.0,21.43
2025-05-23T14:57:09.461586Z,61.0,208.0,20.04
2025-05-23T14:57:11.423953Z,65.0,133.0,16.86
2025-05-23T14:57:13.416926Z,64.0,367.0,23.77
2025-05-23T14:57:15.557874Z,78.0,322.0,22.9
2025-05-23T14:57:17.395578Z,79.0,242.0,25.47
2025-05-23T14:57:19.364063Z,84.0,168.0,17.22
2025-05-23T14:57:21.358020Z,69.0,310.0,32.91
2025-05-23T14:57:23.384128Z,63.0,169.0,21.33
2025-05-23T14:57:25.379407Z,76.0,347.0,27.64
2025-05-23T14:57:27.384575Z,74.0,235.0,24.98
2025-05-23T14:57:29.366606Z,67.0,118.0,26.29
2025-05-23T14:57:31.363475Z,77.0,289.0,22.31
2025-05-23T14:57:33.378822Z,64.0,277.0,22.68
2025-05-23T14:57:35.794154Z,66.0,107.0,30.07
2025-05-23T14:57:37.625492Z,63.0,149.0,23.31
2025-05-23T14:57:39.381381Z,61.0,283.0,27.83
2025-05-23T14:57:41.464559Z,86.0,138.0,24.54
2025-05-23T14:57:43.374656Z,69.0,104.0,21.79
2025-05-23T14:57:45.393113Z,73.0,336.0,25.68
2025-05-23T14:57:47.384832Z,78.0,296.0,24.7
2025-05-23T14:57:49.382004Z,60.0,391.0,28.91
2025-05-23T14:57:51.404542Z,80.0,250.0,27.71
2025-05-23T14:57:53.411926Z,68.0,251.0,23.55
2025-05-23T14:57:55.394199Z,64.0,354.0,20.32
2025-05-23T14:57:57.404414Z,85.0,153.0,18.45
2025-05-23T14:57:59.413106Z,77.0,376.0,23.99
2025-05-23T14:58:01.402132Z,80.0,140.0,27.98
2025-05-23T14:58:03.390918Z,62.0,340.0,28.92
2025-05-23T14:58:05.413151Z,89.0,107.0,30.86
2025-05-23T14:58:07.406164Z,89.0,388.0,26.51
2025-05-23T14:58:09.628686Z,82.0,202.0,25.82
2025-05-23T14:58:11.424572Z,77.0,332.0,21.56
2025-05-23T14:58:13.402103Z,64.0,274.0,20.3
2025-05-23T14:58:15.406199Z,88.0,350.0,22.61
2025-05-23T14:58:17.400263Z,75.0,319.0,26.62
2025-05-23T14:58:19.438615Z,88.0,239.0,24.65
2025-05-23T14:58:21.395653Z,76.0,331.0,22.43
2025-05-23T14:58:23.393210Z,83.0,210.0,21.53
2025-05-23T14:58:25.400640Z,82.0,394.0,30.86
2025-05-23T14:58:27.398904Z,81.0,285.0,29.71
2025-05-23T14:58:29.394426Z,74.0,110.0,28.23
2025-05-23T14:58:31.402138Z,87.0,205.0,28.38
2025-05-23T14:58:33.416553Z,78.0,378.0,25.18
2025-05-23T14:58:35.412443Z,82.0,188.0,18.59
2025-05-23T14:58:37.413062Z,68.0,342.0,22.1
2025-05-23T14:58:39.422097Z,65.0,218.0,18.75
2025-05-23T14:58:41.424660Z,87.0,317.0,23.38
2025-05-23T14:58:43.555563Z,89.0,319.0,23.95
2025-05-23T14:58:45.422294Z,76.0,324.0,24.99
2025-05-23T14:58:47.420599Z,67.0,137.0,28.21
2025-05-23T14:58:49.422224Z,60.0,338.0,24.39
2025-05-23T14:58:51.421023Z,60.0,321.0,23.09
2025-05-23T14:58:53.422314Z,71.0,252.0,31.18
2025-05-23T14:58:55.420707Z,64.0,152.0,27.2
2025-05-23T14:58:57.433963Z,87.0,340.0,25.48
2025-05-23T14:58:59.438439Z,85.0,374.0,21.0
2025-05-23T14:59:01.442996Z,76.0,255.0,18.33
2025-05-23T14:59:03.424456Z,73.0,195.0,22.16
2025-05-23T14:59:05.443138Z,67.0,222.0,25.43
2025-05-23T14:59:07.682961Z,77.0,383.0,23.56
2025-05-23T14:59:09.484774Z,63.0,279.0,22.73
2025-05-23T14:59:11.434661Z,61.0,106.0,23.3
2025-05-23T14:59:13.422838Z,83.0,397.0,25.87
2025-05-23T14:59:15.422870Z,69.0,229.0,25.69
2025-05-23T14:59:17.444513Z,70.0,222.0,26.03
2025-05-23T14:59:19.447248Z,79.0,198.0,18.41
2025-05-23T14:59:21.630761Z,66.0,296.0,21.42
2025-05-23T14:59:23.551301Z,85.0,108.0,22.66
2025-05-23T14:59:25.443220Z,63.0,172.0,26.47
2025-05-23T14:59:27.441543Z,77.0,119.0,20.2
2025-05-23T14:59:29.442569Z,64.0,367.0,23.77
2025-05-23T14:59:31.444300Z,86.0,396.0,19.2
2025-05-23T14:59:33.441768Z,80.0,292.0,25.63
2025-05-23T14:59:35.442562Z,84.0,374.0,20.43
2025-05-23T14:59:37.684079Z,69.0,101.0,22.07
2025-05-23T14:59:39.432384Z,82.0,213.0,23.67
2025-05-23T14:59:41.444905Z,89.0,338.0,23.16
2025-05-23T14:59:43.437448Z,76.0,317.0,28.31
2025-05-23T14:59:45.460036Z,82.0,234.0,26.96
2025-05-23T14:59:47.454622Z,77.0,226.0,22.56
2025-05-23T14:59:49.444582Z,89.0,174.0,20.83
2025-05-23T14:59:51.446598Z,76.0,164.0,26.76
2025-05-23T14:59:53.764109Z,68.0,167.0,25.24
2025-05-23T14:59:55.552458Z,88.0,157.0,28.11
2025-05-23T14:59:57.464322Z,60.0,357.0,26.86
2025-05-23T14:59:59.737252Z,75.0,184.0,22.25
2025-05-23T15:00:01.635787Z,86.0,252.0,23.88
2025-05-23T15:00:03.443368Z,85.0,310.0,23.45
2025-05-23T15:00:05.510794Z,89.0,186.0,21.72
2025-05-23T15:00:07.472960Z,68.0,256.0,21.49
2025-05-23T15:00:09.663014Z,86.0,192.0,27.57
2025-05-23T15:00:11.494329Z,78.0,294.0,25.69
2025-05-23T15:00:13.474801Z,81.0,314.0,22.46
2025-05-23T15:00:15.563451Z,77.0,168.0,21.37
2025-05-23T15:00:17.485156Z,69.0,176.0,18.43
2025-05-23T15:00:19.464899Z,71.0,382.0,24.19
2025-05-23T15:00:21.473461Z,79.0,220.0,22.32
2025-05-23T15:00:23.713598Z,67.0,387.0,21.65
2025-05-23T15:00:25.633161Z,67.0,255.0,20.85
2025-05-23T15:00:27.498489Z,69.0,150.0,25.19
2025-05-23T15:00:29.454540Z,82.0,294.0,24.26
2025-05-23T15:00:31.464059Z,62.0,192.0,20.05
2025-05-23T15:00:33.468023Z,74.0,183.0,17.45
2025-05-23T15:00:35.465153Z,61.0,376.0,28.78
2025-05-23T15:00:37.478965Z,81.0,350.0,24.18
2025-05-23T15:00:39.485382Z,75.0,330.0,24.66
2025-05-23T15:00:41.473493Z,83.0,237.0,23.68
2025-05-23T15:00:43.485987Z,79.0,387.0,21.89
2025-05-23T15:00:45.493372Z,64.0,387.0,24.04
2025-05-23T15:00:47.760164Z,75.0,102.0,19.38
2025-05-23T15:00:49.489743Z,70.0,289.0,24.95
2025-05-23T15:00:51.492274Z,66.0,130.0,24.22
2025-05-23T15:00:53.484846Z,60.0,314.0,23.63
2025-05-23T15:00:55.503030Z,79.0,285.0,31.97
2025-05-23T15:00:57.502771Z,81.0,133.0,24.17
2025-05-23T15:00:59.493040Z,60.0,123.0,28.32
2025-05-23T15:01:01.489214Z,71.0,167.0,22.25
2025-05-23T15:01:03.484207Z,83.0,152.0,23.2
2025-05-23T15:01:05.523254Z,80.0,166.0,26.45
2025-05-23T15:01:07.492299Z,75.0,370.0,22.7
2025-05-23T15:01:09.494517Z,86.0,259.0,23.88
2025-05-23T15:01:11.481622Z,88.0,150.0,22.38
2025-05-23T15:01:13.642025Z,78.0,256.0,23.75
2025-05-23T15:01:15.486599Z,79.0,187.0,29.96
2025-05-23T15:01:17.487387Z,71.0,397.0,26.04
2025-05-23T15:01:19.723574Z,85.0,188.0,21.59
2025-05-23T15:01:21.518431Z,77.0,237.0,24.6
2025-05-23T15:01:23.533443Z,65.0,258.0,21.72
2025-05-23T15:01:25.508648Z,79.0,112.0,26.57
2025-05-23T15:01:27.508155Z,83.0,188.0,19.31
2025-05-23T15:01:29.503969Z,87.0,274.0,25.35
2025-05-23T15:01:31.503345Z,77.0,191.0,20.21
2025-05-23T15:01:33.573629Z,81.0,390.0,26.6
2025-05-23T15:01:35.521246Z,72.0,326.0,26.21
2025-05-23T15:01:37.512424Z,65.0,291.0,28.98
2025-05-23T15:01:39.511702Z,74.0,182.0,19.75
2025-05-23T15:01:41.533473Z,89.0,158.0,30.13
2025-05-23T15:01:43.514535Z,62.0,315.0,25.4
2025-05-23T15:01:45.501913Z,72.0,237.0,22.87
2025-05-23T15:01:47.507629Z,77.0,117.0,26.77
2025-05-23T15:01:49.558830Z,80.0,265.0,23.71
2025-05-23T15:01:51.599630Z,81.0,212.0,30.58
2025-05-23T15:01:53.555448Z,72.0,154.0,22.88
2025-05-23T15:01:55.544739Z,67.0,395.0,22.53
2025-05-23T15:01:57.515171Z,82.0,320.0,24.7
2025-05-23T15:01:59.580714Z,76.0,310.0,28.63
2025-05-23T15:02:01.519929Z,78.0,362.0,24.13
2025-05-23T15:02:03.509084Z,74.0,200.0,24.9
2025-05-23T15:02:05.519227Z,67.0,267.0,19.64
2025-05-23T15:02:07.510768Z,68.0,370.0,22.91
2025-05-23T15:02:09.546846Z,71.0,331.0,23.69
2025-05-23T15:02:11.513258Z,75.0,244.0,29.59
2025-05-23T15:02:13.517237Z,73.0,118.0,23.69
2025-05-23T15:02:15.514486Z,84.0,232.0,31.23
2025-05-23T15:02:17.565863Z,66.0,329.0,24.83
2025-05-23T15:02:19.530112Z,63.0,385.0,27.12
2025-05-23T15:02:21.534318Z,80.0,179.0,23.1
2025-05-23T15:02:23.530961Z,74.0,309.0,28.81
2025-05-23T15:02:25.533848Z,63.0,358.0,25.7
2025-05-23T15:02:27.577279Z,68.0,235.0,24.45
2025-05-23T15:02:29.519600Z,80.0,310.0,24.69
2025-05-23T15:02:31.582326Z,62.0,396.0,28.55
2025-05-23T15:02:33.614390Z,67.0,100.0,26.96
2025-05-23T15:02:35.578661Z,75.0,101.0,23.93
2025-05-23T15:02:37.529730Z,67.0,109.0,29.58
2025-05-23T15:02:39.642096Z,78.0,309.0,28.1
2025-05-23T15:02:41.551994Z,76.0,378.0,25.65
2025-05-23T15:02:43.541984Z,68.0,137.0,25.91
2025-05-23T15:02:45.588572Z,83.0,219.0,28.07
2025-05-23T15:02:47.550299Z,74.0,336.0,27.71
2025-05-23T15:02:49.551634Z,61.0,212.0,22.23
2025-05-23T15:02:51.559242Z,80.0,357.0,21.98
2025-05-23T15:02:53.550422Z,70.0,255.0,22.86
2025-05-23T15:02:55.555630Z,80.0,139.0,28.71
2025-05-23T15:02:57.552739Z,75.0,348.0,24.82
2025-05-23T15:02:59.567880Z,82.0,276.0,24.83
2025-05-23T15:03:01.577486Z,85.0,209.0,27.25
2025-05-23T15:03:03.565060Z,60.0,355.0,21.89
2025-05-23T15:03:05.536708Z,85.0,128.0,29.05
2025-05-23T15:03:07.543437Z,63.0,314.0,21.59
2025-05-23T15:03:09.554599Z,80.0,375.0,23.63
2025-05-23T15:03:11.587452Z,89.0,118.0,18.45
2025-05-23T15:03:13.647914Z,62.0,220.0,23.71
2025-05-23T15:03:15.543516Z,87.0,179.0,20.49
2025-05-23T15:03:17.540196Z,67.0,232.0,27.02
2025-05-23T15:03:19.545855Z,62.0,307.0,21.46
2025-05-23T15:03:21.558817Z,62.0,149.0,23.09
2025-05-23T15:03:23.616405Z,65.0,120.0,24.29
2025-05-23T15:03:25.573665Z,61.0,190.0,22.18
2025-05-23T15:03:27.553733Z,76.0,229.0,22.51
2025-05-23T15:03:29.619834Z,60.0,376.0,17.3
2025-05-23T15:03:31.580786Z,75.0,318.0,27.55
2025-05-23T15:03:33.634677Z,86.0,325.0,22.22
2025-05-23T15:03:35.720837Z,82.0,206.0,26.31
2025-05-23T15:03:37.578724Z,68.0,148.0,28.85
2025-05-23T15:03:39.571446Z,68.0,205.0,21.69
2025-05-23T15:03:41.577260Z,70.0,210.0,20.45
2025-05-23T15:03:43.559259Z,83.0,398.0,28.03
2025-05-23T15:03:45.571626Z,63.0,231.0,26.49
2025-05-23T15:03:47.576668Z,79.0,199.0,20.92
2025-05-23T15:03:49.592316Z,62.0,240.0,26.76
